id,name,image_url,set,rarity,type,version
47,Iruka Umino,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/47_C_Iruka_Instructor-ccg.webp,Prima Edizione,C,Ninja,
48,Hayate Gekko,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/48_C_Hayate_Shinobi-ccg.webp,Prima Edizione,C,Ninja,
49,Genma Shiranui,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/49_C_Genma_Elite_Guard-ccg.webp,Prima Edizione,C,Ninja,
50,Orochimaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/50_C_Orochimaru_Undercover-ccg.webp,Prima Edizione,C,Ninja,
51,Orochimaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/51_UC_Orochimaru_Substitution-ccg.webp,Prima Edizione,UC,Ninja,
52,Kabuto Yakushi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/52_C_Kabuto-Infiltrator-ccg.webp,Prima Edizione,C,Ninja,
53,Kabuto Yakushi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/53_UC_Kabuto_Yin_Healing-ccg.webp,Prima Edizione,UC,Ninja,
54,Kabuto Yakushi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/54_UC_Kabuto_Nirvana_Temple-ccg.webp,Prima Edizione,UC,Ninja,
55,Kimimaro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/55_C_Kimimaro_Camelia_Dance-ccg.webp,Prima Edizione,C,Ninja,
56,Kimimaro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/56_UC_Kimimaro_Shikotsumyaku-ccg.webp,Prima Edizione,UC,Ninja,
57,Jirobo,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/57_C_Jiroubou_Bearer-ccg.webp,Prima Edizione,C,Ninja,
58,Jirobo,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/58_UC_Jirobo_Earth_Dome-ccg.webp,Prima Edizione,UC,Ninja,
59,Kidomaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/59_C_Kidomaru_Bearer-ccg.webp,Prima Edizione,C,Ninja,
60,Kidomaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/60_UC_Kidomaru_Spider_Web-ccg.webp,Prima Edizione,UC,Ninja,
61,Sakon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/61_C_Sakon_Bearer-ccg.webp,Prima Edizione,C,Ninja,
62,Sakon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/62_UC_Sakon_Black_Seal-ccg.webp,Prima Edizione,UC,Ninja,
63,Ukon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/63_UC_Ukon_Molecular_Possession-ccg.webp,Prima Edizione,UC,Ninja,
64,Tayuya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/64_C_Tayuya_Bearer-ccg.webp,Prima Edizione,C,Ninja,
65,Tayuya,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/65_UC_Tayuya_Demon_Flute-ccg.webp,Prima Edizione,UC,Ninja,
66,Rage Ogres,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/66_UC_Rage_Ogres_Summoning-ccg.webp,Prima Edizione,UC,Ninja,
67,Rashomon,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/67_UC_Rashomon_Summoning-ccg.webp,Prima Edizione,UC,Ninja,
68,Dosu Kinuta,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/68_C_Dosu_Superhuman-ccg.webp,Prima Edizione,C,Ninja,
69,Dosu Kinuta,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/69_UC_Dosu_Echo_Speaker-ccg.webp,Prima Edizione,UC,Ninja,
70,Zaku Abumi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/70_C_Zaku_Shinobi-ccg.webp,Prima Edizione,C,Ninja,
71,Zaku Abumi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/71_UC_Zaku_Slicing-ccg.webp,Prima Edizione,UC,Ninja,
72,Kin Tsuchi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/72_C_Kin_Kunoichi-ccg.webp,Prima Edizione,C,Ninja,
73,Kin Tsuchi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/73_UC_KinTsuchi_Bell_Sound-ccg.webp,Prima Edizione,UC,Ninja,
74,Gaara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/74_C_Gaara_Jinchuriki-ccg.webp,Prima Edizione,C,Ninja,
75,Gaara,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/75_C_Gaara_Sand_Shield-ccg.webp,Prima Edizione,C,Ninja,
76,One-Tail,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/76_UC_One-Tail_Partial_Trasformation-ccg.webp,Prima Edizione,UC,Ninja,
77,Kankuro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/77_C_Kankurou_Chakra_Threads-ccg.webp,Prima Edizione,C,Ninja,
78,Kankuro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/78_UC_Kankurou_Puppet_Master_Jutsu-ccg.webp,Prima Edizione,UC,Ninja,
79,Temari,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/79_C_Temari_Kunoichi-ccg.webp,Prima Edizione,C,Ninja,
80,Temari,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/80_UC_Temari_Sandstorm-ccg.webp,Prima Edizione,UC,Ninja,
81,Baki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/81_C_Baki_Council_Agent-ccg.webp,Prima Edizione,C,Ninja,
82,Baki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/82_UC_Baki_Wind_Sword-ccg.webp,Prima Edizione,UC,Ninja,
83,Rasa,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/83_UC_Rasa_Kazekage-ccg.webp,Prima Edizione,UC,Ninja,
84,Yashamaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/84_C_Yashamaru_Careteaker-ccg.webp,Prima Edizione,C,Ninja,
85,Yashamaru,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/85_UC_Yashamaru_Sacrificial-ccg.webp,Prima Edizione,UC,Ninja,
86,Zabuza Momochi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/86_C_Zabuza_Kubikiribocho-ccg.webp,Prima Edizione,C,Ninja,
87,Zabuza Momochi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/87_UC_Zabuza_Water_Prison-ccg.webp,Prima Edizione,UC,Ninja,
88,Haku,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/88_C_Haku_Orphan-ccg.webp,Prima Edizione,C,Ninja,
89,Haku,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/89_UC_Haku_Crystal_Ice_Mirrors-ccg.webp,Prima Edizione,UC,Ninja,
90,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/90_C_Itachi_Akatsuki-ccg.webp,Prima Edizione,C,Ninja,
91,Itachi Uchiha,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/91_UC_Itachi_Sharingan-ccg.webp,Prima Edizione,UC,Ninja,
92,Kisame Hoshigaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/92_C_Kisame_Rogue_Ninja-ccg.webp,Prima Edizione,C,Ninja,
93,Kisame Hoshigaki,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/93_UC_Kisame_Samehada-ccg.webp,Prima Edizione,UC,Ninja,
94,Gamabunta,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/94_C_Gamabunta_Chief_Toad-ccg.webp,Prima Edizione,C,Ninja,
95,Gamahiro,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/95_C_Gamahiro_Armed_Toad-ccg.webp,Prima Edizione,C,Ninja,
96,Gamakichi,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/96_C_Gamakichi_Eldest_Son-ccg.webp,Prima Edizione,C,Ninja,
97,Gamatatsu,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/97_C_Gamatatsu_Youngest_Son-ccg.webp,Prima Edizione,C,Ninja,
98,Katsuyu,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/98_C_Katsuyu_Giant_Slug-ccg.webp,Prima Edizione,C,Ninja,
99,Pakkun,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/99_C_Pakkun_Hound-ccg.webp,Prima Edizione,C,Ninja,
10,Chakra Training,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M10_Chakra-improvement-ccg.webp,Prima Edizione,Mission,Mission,
1,Call for support,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M1_Call-for-support-ccg.webp,Prima Edizione,Mission,Mission,
2,Chunin Exam,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M2_Chunin-exam-ccg.webp,Prima Edizione,Mission,Mission,
3,Find the traitor,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M3_Find-the-traitor-ccg.webp,Prima Edizione,Mission,Mission,
4,Assassination,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M4_Assassination-ccg.webp,Prima Edizione,Mission,Mission,
5,Bring it back,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M5_Bring-it-back-ccg.webp,Prima Edizione,Mission,Mission,
6,Rescue a friend,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M6_Free-a-friend-ccg.webp,Prima Edizione,Mission,Mission,
7,I have to go,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M7_I-have-to-go-ccg.webp,Prima Edizione,Mission,Mission,
8,Set a trap,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M8_Set-a-trap-ccg.webp,Prima Edizione,Mission,Mission,
9,Protect the Leader,https://ekfwchaoknmsfpqocwsg.supabase.co/storage/v1/object/public/MythosCards%201%20edition/M9_Guard-a-VIP-ccg.webp,Prima Edizione,Mission,Mission,
